		d07ctrl031	d07ctrl032	d07ctrl033	d07ctrl034	d07ctrl035	d07ctrl036	d07ctrl037	d07ctrl038	d07ctrl039	d07ctrl040	d07sub041	d07sub042	d07sub043	d07sub044	d07sub045	d07sub046	d07sub047	d07sub048	d07sub049	d07sub050	d07ther051	d07ther052	d07ther053	d07ther054	d07ther055	d07ther056	d07ther057	d07ther058	d07ther059	d07ther060	d35ctrl091	d35ctrl092	d35ctrl093	d35ctrl094	d35ctrl095	d35ctrl096	d35ctrl097	d35ctrl098	d35ctrl099	d35ctrl100	d35sub101	d35sub102	d35sub103	d35sub104	d35sub105	d35sub106	d35sub107	d35sub108	d35sub109	d35sub110	d35ther111	d35ther112	d35ther113	d35ther114	d35ther115	d35ther116	d35ther117	d35ther118	d35ther119	d35ther120	d78ctrl181	d78ctrl182	d78ctrl183	d78ctrl184	d78ctrl185	d78ctrl186	d78ctrl187	d78ctrl188	d78ctrl189	d78ex1sub	d78ex2sub	d78ex3sub	d78sub191	d78sub192	d78sub193	d78sub194	d78sub195	d78sub196	d78sub197	d78sub198	d78sub199	d78sub200	d78ther201	d78ther202	d78ther203	d78ther204	d78ther205	d78ther206	d78ther207	d78ther208	d78ther209	d78ther210
trt	ARG_name	ctrl	ctrl	ctrl	ctrl	ctrl	ctrl	ctrl	ctrl	ctrl	ctrl	sub	sub	sub	sub	sub	sub	sub	sub	sub	sub	ther	ther	ther	ther	ther	ther	ther	ther	ther	ther	ctrl	ctrl	ctrl	ctrl	ctrl	ctrl	ctrl	ctrl	ctrl	ctrl	sub	sub	sub	sub	sub	sub	sub	sub	sub	sub	ther	ther	ther	ther	ther	ther	ther	ther	ther	ther	ctrl	ctrl	ctrl	ctrl	ctrl	ctrl	ctrl	ctrl	ctrl	sub	sub	sub	sub	sub	sub	sub	sub	sub	sub	sub	sub	sub	ther	ther	ther	ther	ther	ther	ther	ther	ther	ther
gene_2770406	AcrS	304372	163571	130357	15770	344535	20975	21890	574596	9718	341143	186001	676803	223476	34808	187855	17807	120442	687605	325491	219697	113212	293842	132244	437273	60717	137013	52287	350795	272501	541873	1	3700	1	1	1	1	9999	1	1	1	1	3492	1	1	1	18896	7695	1	1	1	164123	5243	6604	1	1	1	1	1	4001	4531	1	9612	15128	1	1	1	4953	1	4500	5952	1	3004	41452	18930	2256	1	1	1	9974	1	1	1	11547	13966	7740	15222	1	4873	1	1	1	1
gene_2771686	mel	53843	132756	1	2883	8788	2876	1	18719	5329	9676	7116	1	3312	59651	9365	5859	1	1	1	75299	16096	20397	13946	9592	3027	14312	9558	1	20921	41907	34114	16233	32200	6072	25188	32202	24674	16437	35590	27708	16983	3830	14202	19215	12402	86354	33757	25199	8395	13674	14063	14375	21730	13783	5230	7233	6543	14790	8776	12424	33274	34263	10370	18125	23737	26121	27161	38859	29612	45692	49916	36247	22732	15571	48241	22252	35425	37772	51052	11339	59580	27409	21108	30634	16978	18782	25000	13360	47323	45338	12247	12798
gene_2772341	ErmG	1	1	1	132771	1	1	1	287379	1	1	1	1	76275	1	1	337309	1	1	1	1	1	23486	1	220885	69706	102993	66032	1	1	43866	1	70093	1	34959	1	26484	1	1	111761	1	55869	44095	1	147499	23801	39772	145757	48358	64444	472322	32385	1	41700	22672	90325	166564	113013	1	1	28610	1	1	119401	1	49694	1	1	1	85240	1	229900	18971	1	1	128182	1	1	1	83975	52224	93548	1	72913	88182	146614	48058	1	61534	1	97883	28202	24560
gene_2786607	poxtA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4799	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7163	1	14064	1	12543	1	21050	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
gene_2800177	mdtB	1072	1	1	1	1	1	1	2485	1	1	1	1	1	1	1	1	1	1	3741	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2184	1	1	1	1	1	1	1	1	2751	1680	1	1	1	80643	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1965	1	1	1	12070	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1713	1	1951	1
gene_2814879	Escherichia coli ampH beta-lactamase	20382	10448	1	3358	61413	1	4661	10901	3103	15027	27629	43856	100304	2779	10908	1	8242	86116	60182	39467	1	28509	1	37240	3526	6251	1	224063	34811	17749	1	7090	1	1	3667	2679	3193	1	1	1	5652	1	1	3730	2408	12070	7372	17121	6519	11945	186729	6697	4218	6880	3046	8424	1	11485	5111	5788	1	1	2416	1	2513	1	1	1	5748	1	1	1	4413	6045	5763	5184	2579	2750	1	1	1	2660	12293	65415	4944	34030	1	12449	7516	13202	11411	4969
gene_2815668	poxtA	1267	1	1	1	4137	1	1	1	2509	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3821	1	1	14823	1	2581	3869	3046	1	1	3606	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	15665	2482	1	10666	30478	5466	28132	12196	20912	3073	1	1551	3567	1	2329	1	4169	1	12017	1	1	4301	1988	1	1	3930	1	25160	1	2668	4612	6025
gene_2821815	poxtA	2789	1	1	1	4552	1	1	1	1	1	7372	1	1	1	1	10116	1	1	1	1	9529	1	1	1	1	1	1	1	1	1	1	1	10264	1	1	1	19882	1	10056	1	1	9919	1	1	2141	3578	2186	1	8697	1	1	1	1	1	1	1	1	1	1	1	1915	21844	15040	11736	24591	3007	16883	5751	5113	6762	1	27311	3925	1	11533	4611	13762	2446	7556	11747	1	30762	1	1	4397	36754	15540	66437	1	8807	17762	28727
gene_2833411	poxtA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4105	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3963	1	1	1	9252	1	1	3967	2645	1	1	10596	1	1	1	4770	1	1	1954	1	1	1	1	1	1	1	1	1	1	1	1	1
gene_2834143	vatE	17662	10088	23304	27017	148249	10780	37501	5848	64928	126964	1	10082	12417	1	1	3661	39794	228669	1	56457	12930	26763	5228	53937	1	1	17916	1	16806	7141	625729	235815	589640	290237	985569	547549	118194	600782	218325	644009	195542	495298	119796	12006	182105	524440	110730	62978	592734	51260	537742	167056	6788	55362	88224	20336	98120	124755	32898	60546	10395	212431	7775	1	8090	1	30547	20811	148013	42823	112277	40148	63913	398887	78830	58394	4150	48676	64934	59512	5076	158408	126609	287105	262541	46941	131210	30051	685431	138098	114776	83960
gene_2836150	tet(44)	34998	23322	1	1	1	37383	52018	1	1	41931	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99569	1	1	1	1	1	1	1	1	1	74749	1	25597	1	1	1	1	85561	1	1	171316	1	88359	1	75460	70619	1	1	84857	129782	128514	49252	337375	369844	1	1	245520	1	58963	35206	118772	219523	265495	110355	108519	1	69473	27963	1	63682	55458
gene_2841303	lnuG	8314	1	1	1	1	1	1	4817	1	1	1	1	1	1	1	1	1	5708	1	5813	1	1	1	1	1	1	1	1	4615	1	1	1	3825	1	1	1	8466	1	9991	1	7492	1	10965	4945	6383	5333	1	3242	1	1	26057	1	1	6081	8075	16752	5052	26643	13550	11510	1	8139	1	3498	6664	1	20969	14286	30482	15118	1	1	5850	8014	15279	20615	1	1	5631	7003	1	3527	6518	35476	1	6445	7720	4126	6643	4375	7564	1
gene_2845522	ugd	1577	4203	3641	1	77213	1	1	7310	1	3779	2779	12603	174613	1	13714	1	16581	60632	93549	8821	1	4779	6535	52439	1	2096	1	225365	31512	1	1	1	1	1	1	2695	1	1	1	1	1	1	1	1	2422	1	1	2460	1	1	6590	1	4243	1	12253	1	1	11551	1	1	1	1	4859	1	1	1	1	1	1	1	1	1	1	1	1449	1	1	1	1	1	1	1	1	11963	1	7334	1	1	1	1	1	1
gene_2848025	ErmA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	14972	1	1	62193	1	1	9447	1	1	1	1	1	1	1	1	9382	1	1	1	1	1	14108	16920	1	1	1	1	1	1	8025	1	1	1	1	1	1	1	1	1
gene_2848287	tet32	14427	38457	103270	9269	14128	6164	4289	53501	42838	3457	45764	1	3550	28131	2509	10466	1	1	1	4035	1	13117	1	13707	1	5752	1	1	3203	4083	5223	4350	5310	42304	23622	9861	17631	30830	1	20788	10401	10261	15222	13730	39879	25915	11306	67521	2999	3664	39189	24651	1	10552	8408	3876	10520	55484	39974	23968	33682	28249	11114	33996	11564	21775	17467	23799	44963	17491	1	17659	44667	22252	17235	9540	14238	10121	25405	17015	11611	22033	49772	24625	13648	69340	16077	17184	16139	15186	18376	27434
gene_286358	vanI	9284	3535	1	110778	8659	1	27599	9222	2625	1	4675	5300	1	1	6921	1924	6973	3643	1	3710	1	2010	2748	1	2983	5288	7534	1	1	1	2401	13996	7322	1	1	1	1	12147	3188	5460	11952	1887	1	6311	4074	6807	4158	6207	11030	1	2771	5666	1	3880	5153	1	1	4858	8647	1	1821	7791	10218	17859	10631	423240	18734	1	2431	16079	49184	1623	1	1	7313	8770	1	2326	3593	1	16011	2251	4160	5031	4182	8225	4927	1	4239	36297	1	4203
gene_2863863	ANT(6)-Ia	16564	5519	52589	4434	13517	4423	12310	23994	69675	1	10946	1	25474	25691	10804	84113	21770	28432	7225	11582	7074	25100	25742	1	18624	22014	8821	1	9194	5860	14992	24969	3810	9340	4843	3538	25302	12641	9953	8524	22390	11781	49153	24630	34975	47818	29207	38760	21522	36806	51915	30955	11141	121147	88486	33376	50324	49292	20247	61150	25591	12162	22331	76668	46469	53571	50134	133774	79709	150605	46068	111509	40793	79837	106547	219058	40867	108938	143030	34883	54153	49186	12987	82461	45700	44940	15382	53431	62864	13076	26372	22966
gene_2883364	emrK	223699	85715	106532	1	269263	14934	20780	476343	8303	157459	246382	351977	165132	34696	116727	24342	46551	568279	219547	152510	26271	192792	75325	292237	31440	72467	57579	199808	279384	379870	1	1	2573	3153	1	1	8543	1	1	1	5040	1989	3688	1	1	10763	6574	4362	1	1	151909	5972	7523	2045	5432	1	6796	2560	2279	5162	1	1	4308	1	1	3015	1	1	5126	1	1	1711	15740	1	3854	1	1	1	1	1	8439	1	1	1	1	4335	1	2775	1	1	1	4431
gene_2890054	gadX	36165	14176	1	1	34721	1	12647	1	1	20390	52484	51005	78519	3771	18501	1	14912	116848	66811	35701	7268	29012	13224	40423	9568	33927	1	1	47234	84291	1	6414	1	9596	1	1	8666	1	1	1	7668	3026	5611	10122	1	60048	6669	23231	1	10805	84455	4544	1	1	8265	5715	1	15583	13869	3927	1	1	1	3581	3410	9174	1	1	15599	5158	1	2604	11975	16406	23458	1	1	11193	8644	1	1	3610	46702	161379	6708	85751	1	8446	33995	1	34838	10113
gene_2890069	gadX	61693	25517	1	4556	111106	9089	1	59166	12633	40780	37489	68007	104692	18855	29601	1	22368	134375	89082	59501	7268	32236	26449	65688	1	8482	9063	608045	51957	96333	3851	1	1	9596	1	7270	4333	1	1	4379	11502	6052	5611	1	1	27295	3334	19912	4423	10805	386715	1	5724	12447	1	17146	5171	1	1	43195	1	4165	1	3581	1	1	1	1	1	1	1	1	1	1	3910	1	3499	1	1	1	1	1	16679	28241	1	6596	1	1	1	1	3871	1
gene_2896931	AAC(6')-Im	89418	47669	1	51066	58376	25470	1	82898	1	1	178586	1	44005	52834	103686	77841	114911	163716	124812	66694	91648	225828	123525	84956	26810	182218	42328	1	132358	67486	32373	26959	32908	26891	1	10186	194260	90989	1	12271	75209	178075	15724	14183	27463	1	102777	139494	74358	15139	211748	1	64154	244158	150541	48047	173867	32750	126305	11004	8187	11672	27554	80268	57339	141384	12028	24584	1	216806	176846	36483	117447	137916	16434	39418	39220	41819	80745	140604	83953	30345	280434	101749	56390	83178	22143	59167	133364	37647	86776	37784
gene_2899899	tet(L)	108014	147156	22169	1	7835	1	14270	122391	23757	40262	1	1	1	1	1	1	1	1	1	20141	1	1	1	1	1	15950	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3414	1	1	3686	6159	1	1	1	1	10031	10253	1	10533	18651	6449	52506	8791	27385	13292	13185	4700	59172	12120	38480	41403	19373	9899	162811	5820	1	2938	1	9255	1	7936	1	1	1	1	1	1	3764	1	1	1	8916	4765	1	30318	1	15214
gene_2901370	evgS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	71480	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9268	1	1	1	1	1	1	1	1
gene_2901788	YojI	5935	3164	2741	1	1	1	1	2751	1	5689	2092	1	1	1	1	1	2080	3260	1	1	2028	10792	1	11278	2669	1	5057	1	2636	10079	1	1	1	1	1	1	1	1	1	1	1	1689	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2176	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3681	1	1	1	1	2160	1
gene_2904381	mdtP	15762	12254	9099	1	25725	1	1	15221	2600	3147	6944	1	84032	9313	9138	1906	6905	32466	50419	7348	1	3981	2722	37438	5907	6983	5596	1	8749	14870	2378	1	1	1	6145	2244	1	1	1	1	1	1868	1	1	1	1	1	8196	1	1	2744	1	7068	1	2552	1	1	1	2141	1	1	1	1	1	1	1	1	1	1	6369	1	1	1	1	2414	1	2160	4607	1	1	1	4458	1	17437	1	14255	4879	2607	6297	5530	2390	1
gene_2918671	mdtB	2406	1	1	1	1	1	1	1	1	1	12718	9613	8879	1	4184	1	1	1	1	1	4109	10936	12462	8571	1	6394	1	1	10683	20425	1	1	1	1	1	1	4900	1	5782	1	1	1	1	1	1	3087	1	5629	1	1	5027	2569	1	1759	2337	1	1	1	1960	1	1	1	1	1	1	1	1	1653	2205	1	1	1	1	1	4421	1	1	2110	1	1	1	1	1	52466	1	3730	1	1	1	1	1	1
gene_2936462	mdtN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
gene_2936463	mdtO	7978	10632	1	1	1	1	1	1	1	6372	18744	31878	22901	2357	11563	7716	6990	40166	1	44626	2271	34251	13775	34739	1	15903	3776	1	2952	22578	1	1	1	5998	1	1	5416	1	12783	1	7189	7565	3507	1	1	10236	4168	10371	1	1	47228	5679	7154	3890	5166	10716	1	7305	4334	2454	1826	2603	2049	1	1	5733	1	5483	9750	6447	1	1	7484	1	14661	1	1	2332	1	1	1	2256	29189	90776	1	30920	19755	18475	21247	8397	14516	10534
gene_2936485	mdtN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
gene_2936486	mdtO	18614	5316	1	1	82461	1	3952	12326	1	19116	1	15939	98148	4714	13876	3858	6990	54772	69595	18594	4542	12088	5510	56846	2990	3534	1	1	29521	7526	1	2004	1	1	1	1	1	4059	1	1	1	1891	1	1	1	1	1	1	1	1	8334	1	3577	1	12914	1	1	4870	1	1	1	1	1	1	2131	1	1	1	2437	1	1	1	3742	1	2444	1	1	2332	1	1	1	2256	1	17651	1	18552	1	2639	2125	1	1	1
gene_2936987	Erm(48)	17786	1	1	1	1	1	1	5153	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	12273	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10807	1	1	1	1	1	1	1	3564	1	1	1	1	1	1	1	1	1	1	7351	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3523
gene_296232	lnuC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	207900	172909	19437	1	60673	81602	305467	69369	23127	1	1	1	1	1	1	1	1	1	17088	1	1	21407	1	1	1	1	1	1	1	79672	1	1
gene_2979336	kdpE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	12525	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3414	1	1	1	1	1	1	1	1	65200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7569	1	1	1	1	1	1	1
gene_29794	vanI	3109	4143	1	6658	15221	3321	1	7205	1	1	5478	1	3825	1	5407	13531	19067	1	1	1	18586	25909	25767	47996	17476	4132	1	1	48316	65987	33764	1	17161	17529	3636	5312	12663	14235	1	3200	1	1	4100	40678	9548	7977	12181	26673	3231	1	32478	16599	1	1	60389	4176	18890	56929	25333	17215	1	1	16764	1	1	6703	1	1	1	7537	1	1	1	5993	1	1	1	1	1	1	1	1	4875	35374	9802	2410	5774	6171	1	9816	11313	9852
gene_2981789	ANT(4')-Ib	5166	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	14189	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24168	1	1	1	1	1	1	1	1	1	23801	1	1	1	1	1	1	1	1	1	10036	27761	37671	28383	42102	1	1	10116	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9401	1
gene_2981790	ANT(4')-Ib	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10066	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7465	1	8810	1	1	1	1	1	5629	1	1	5718	1	1	1	7828	1	1	1	1	17817	1	11948	6766	1	7177	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5808
gene_2984976	tet(33)	6697	1	1	1	1	1	1	1	1	1	1	1	8240	1	1	1	1	1	1	18732	1	1	1	1	1	1	1	1	1	1	6062	1	18485	15106	23497	1	13640	1	8049	13786	1	1	1	7967	10284	1	1	1	1	1	1	1	1	1	6505	1	16278	1	10915	1	1	1	1	1	10736	14440	1	4603	6139	1	1	8197	1	1	6154	1	1	1	1	1	1	1	10502	1	1	5191	1	1	1	1	12186	1
gene_2992089	APH(2'')-Ig	36595	60249	39764	36881	140536	50586	63990	4989	63917	25791	11380	25806	31781	61053	33698	37479	22634	5912	37559	60210	1	1	1	46018	29044	340449	33627	1	1	48740	70142	171986	59417	53409	55386	47819	105224	85429	408757	168380	73716	45932	51103	76822	26445	71811	172074	40298	85030	71067	8996	101149	127418	94466	117088	208205	99410	63074	3508	31788	41388	80083	92867	25362	86274	27848	39093	20714	47355	62633	1	86951	84823	33202	92972	78289	28326	45304	34990	83414	116935	36527	67512	40825	67877	83435	47976	59824	20640	122353	47003	109155
gene_3004453	ugd	1	1	1	1	1	1	1	1	1	1	1	1	54482	1	19256	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10173	1	1	1	1	1	1	1	1	20996	1	1	1	1	1	1	1	1
gene_301843	lnuC	174248	4382	1	7041	21464	28094	1	45719	19524	7878	1	26276	8090	1	1	1	1	45146	1	9196	1	1	6813	1	1	1	1	1	21899	18610	5951	1	1	14831	7690	1	1	1	7902	1	1	4677	1	1	1	1	1	1	1	1	1	7022	8846	4809	6387	1	23973	1	1	1	1	1	1	5534	1	7089	1	4519	1	1	1	1	18507	1	9063	1	1	1	1	5539	1	16736	20622	1	1	1	1	1	1	6921	1	1
gene_3023207	tet(44)	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	86902	1	1	1	1	30553	24114	134146	1	1	1	53140	1	140971	1	35421	1	1	49595	32931	1	1	1	27629	1	116402	66385	1	28533	81529	1	34206	1	93231	616541	1	82999	47713	1	77888	1	1	1	22962	1	34106	1	26583	1	1	26282	1	100954	27090	71373	123384	26862
gene_3023457	tet(D)	12882	1	1	1	1	1	4255	3317	2833	1	1	1	1	1	1	1	1	1	1	1	1	1	2966	3400	1	1	1	1	1	1	1	1	5268	3228	6696	1	1	1	6881	8839	1	2036	3775	1	6594	1	1	2233	1	1	1	3057	1	1	5561	7691	6958	5242	1	2642	1	1	1	2409	1	1	8664	1968	5248	1	1	1	1	1	2631	1	1	1	1939	1	1	1	1	2714	1	1	1	2841	1	3013	2604	15876
gene_3023946	ANT(6)-Ib	196741	208749	2994686	229077	505037	1640376	1124242	57552	3667590	645359	181767	68696	42301	81260	232564	1047560	371549	62950	6665	459458	355656	98410	114782	154257	463889	360476	1036200	1	67857	351391	439126	780314	277671	323121	473583	665840	470731	373183	546345	192658	657546	1559621	1088283	704385	926894	676410	1164599	1096569	1131739	1785066	159645	607864	652670	1019834	949895	400282	389975	612142	1559688	839147	920727	1256636	1106559	1629982	1779091	1779153	1965640	1378526	1866374	2199865	3258269	3532698	768780	1612984	984685	1900899	584365	787242	1707590	965416	1272010	1380720	1854060	1890953	1216620	1489557	3100562	3139517	1877197	1741091	1661342	1610226
gene_3029108	tet(W/N/W)	7119	36054	170954	6098	55772	18250	12697	23100	14092	136469	218290	68275	1	30286	14859	18592	2495	19551	4968	19912	1	34520	26553	37201	19210	47306	46505	1	9484	44326	23196	15024	31440	54594	6661	2433	40598	8693	23956	23446	1	60761	7511	1	6559	21922	2232	33318	23680	28926	44625	3041	7661	1	27659	30602	1	5215	1	23654	211174	119876	63618	234852	159777	162704	94807	80248	65254	17261	31679	22656	24044	21960	75885	23537	98359	44948	44357	91153	11458	31407	29025	18902	22447	11037	42310	39569	20477	44959	12954	15793
gene_3038797	evgS	1	1	1	1	1	1	1	25146	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	28838	1	1	24089	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	52179	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	18410	1	20576	1	1	1	1	1	1	1	1
gene_3043049	tet32	24941	24931	43192	26707	20353	26641	18535	1	12343	14941	142845	49833	30685	11053	32536	36186	1	85621	43517	1	106513	56691	1	29621	98149	24860	115113	1	13844	35294	124159	65796	45895	98447	72922	106546	50798	38069	29974	51339	56190	62088	1	44504	9575	48001	185686	175089	51851	1	130285	39952	83880	282747	24225	16752	75775	182698	193087	57548	68504	85461	28821	62969	79967	40332	25163	60000	80014	75591	92489	53424	52649	1	68757	61846	30767	65613	67566	63029	12545	52901	68443	1	58983	77335	23161	37132	29892	52504	102111	29641
gene_307476	poxtA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9386	1	1	1	1	1	1	1	1	1	1	1	1	1	15707	1	1	1607	1	1	1	1	36468	1	1	19755	1	15664	1	1	1	10866	1	1	17014	14151	7607	6323	3109	3725	222932	9614	1	47438	4767
gene_3078041	mdtO	1	1	1	1	4747	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2204	1	3454	1	1	1	1	1	4116	1	1	1	1	1	2485	1	1	1	1	1	1	1	1	1	1	1	1	1	1	148902	1	1	2127	1	1	1	1	1	16107	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9122	5516	1	1	5402	1	1	1	5293	1
gene_3081600	APH(2'')-If	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	17031	1	1	16671	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6674	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
gene_3083555	emrK	21632	2218	1	3564	32590	1	1	23140	6588	15949	20527	46546	118741	5899	23154	1	20412	132529	40647	4654	1	52952	3448	27667	18709	15481	4726	1	48030	18838	1	2508	9186	3753	1	1	20335	1	1	6850	1	9468	1	1	1	25620	1	28555	1	1	107785	3554	8954	2434	19395	4471	4044	33520	8136	9215	4570	3258	1	1	2668	1	1	2287	3051	4035	12341	6110	4683	1	6116	5502	5474	14592	2254	5607	1	1	7828	107298	10494	56756	6181	16516	18614	14012	12111	5274
gene_3098561	mdtM	22603	1	52190	1	73781	1	1	1	1	54161	39832	45161	1	1	19657	1	1	1	1	31610	1	17125	1	26844	1	1	1	1	100371	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	21954	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	13833	1	1	10385	1	1	1	1	1	1	1	1	21433	1	1	1	1	1	1	1	1
gene_3107247	tetO	105480	1	69587	1	49187	1	1	69849	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	27277	1	1	1	1	1	1	46000	1	31017	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	29504	1	1	48313	1	30405	62143	27624	1	1	1	1	1	13847	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
gene_3111686	vanI	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4192	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4486	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	15438	1	10617	1	1	3182	1	1	7647	1	5791	1	6081	4347	1	2594	1	12816	1	1	1	7418	1	1	2445	5858	1	1	1	2869	1
gene_3117884	msbA	6200	1	1	1	1	1	1	3592	1	1	2731	1	3814	1	1	1	2716	1	1	1	1	16440	1	11044	1	1	2201	1	3441	1	1	1	1	1	1	1	1	1	1	1	1	2205	1	1	1	1	1	2418	1	1	1	1	1	1	3011	1	1	1	1	1	1	1	1	1	1	1	1	1	2841	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2820	2456
gene_3121359	bacA	7045	3130	5422	1	1	5017	1	10886	1	11254	1	1	1	1	4085	1	1	6449	8195	6568	4012	17793	4866	11156	1	1	1	1	1	19939	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3681	3663	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4454	1	1	1	1	1	1	8546	3721
