geneID	d07ctrl031	d07ctrl032	d07ctrl033	d07ctrl034	d07ctrl035	d07ctrl036	d07ctrl037	d07ctrl038	d07ctrl039	d07ctrl040	d07sub041	d07sub042	d07sub043	d07sub044	d07sub045	d07sub046	d07sub047	d07sub048	d07sub049	d07sub050	d07ther051	d07ther052	d07ther053	d07ther054	d07ther055	d07ther056	d07ther057	d07ther058	d07ther059	d07ther060	d35ctrl091	d35ctrl092	d35ctrl093	d35ctrl094	d35ctrl095	d35ctrl096	d35ctrl097	d35ctrl098	d35ctrl099	d35ctrl100	d35sub101	d35sub102	d35sub103	d35sub104	d35sub105	d35sub106	d35sub107	d35sub108	d35sub109	d35sub110	d35ther111	d35ther112	d35ther113	d35ther114	d35ther115	d35ther116	d35ther117	d35ther118	d35ther119	d35ther120	d78ctrl181	d78ctrl182	d78ctrl183	d78ctrl184	d78ctrl185	d78ctrl186	d78ctrl187	d78ctrl188	d78ctrl189	d78ex1sub	d78ex2sub	d78ex3sub	d78sub191	d78sub192	d78sub193	d78sub194	d78sub195	d78sub196	d78sub197	d78sub198	d78sub199	d78sub200	d78ther201	d78ther202	d78ther203	d78ther204	d78ther205	d78ther206	d78ther207	d78ther208	d78ther209	d78ther210
gene_228707	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	4	8	7	8	2	0	6	0	5	2	2	12	7	3	18	5	0	10	0	4	0	3	3	2	0	4	0	7	0	9	10	7
gene_2294450	2	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	0	1	0	0	3	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
gene_2297041	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	3	0	2	0	0	1	0	0	0
gene_2297042	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	4	5	0	0	0	6	1	3	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	1	2	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	1	6	0	4	0	1	0	2	0	0
gene_2297043	0	0	0	0	0	0	0	0	0	1	0	1	3	0	1	0	1	0	0	0	0	2	2	5	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	3	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	3	0	5	0	0	0	1	0	1
gene_2300865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	1	5	3	0	4	8	5	2	1	17	4	0	3	0	2	2	1	0	0	1	2	0	1	3	2	0	8	8	5	4
gene_2306934	3	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	29	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	9	3	3	9	2	4	0	0	7	0	1	0	4	0	6	5	13	8	1	5	10	0	23	17	5	4	3	16	6
gene_2351165	5	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	1	0	0	58	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
gene_2354785	3	0	2	4	0	5	1	0	28	0	0	0	0	2	1	0	0	0	1	1	0	1	1	0	0	20	11	0	0	0	1	5	4	2	1	2	2	0	1	10	4	3	8	9	0	0	1	9	1	15	0	1	0	0	0	2	2	0	0	0	7	7	9	10	9	6	3	3	17	0	0	4	5	0	9	2	4	11	4	1	0	1	6	3	0	2	0	1	3	2	4	3
gene_2424834	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	10	5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2429941	6	1	0	0	0	0	0	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
gene_2429942	1	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	17	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
gene_2437450	3	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	2	0	0	3	5	0	6	1	0	0	0	11	4	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2440403	1	0	0	0	0	0	3	1	0	0	0	0	0	0	1	1	0	0	0	0	2	3	0	1	0	1	0	0	14	0	5	13	8	5	1	16	7	4	1	16	0	0	1	0	0	0	5	1	0	0	0	4	0	2	0	2	1	1	0	0	0	0	0	1	3	0	0	2	0	0	0	0	0	3	0	1	0	2	2	2	1	1	1	2	1	4	2	1	2	0	0	0
gene_244983	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	23	22	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	10	0	0	0	0	6	0	4	0	0	0	0	18	0	8	4	3	2	6	12	0	7	0	3	5	0	5	5	3	1	17	4	1	3	13	14	13	27	9	18	15	8	11	46
gene_2450025	68	23	7	0	17	1	1	37	3	22	35	37	20	1	18	2	5	54	26	21	7	27	6	60	3	15	6	1	16	27	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
gene_2464048	145	30	33	2	32	6	1	94	2	44	73	36	32	5	37	3	16	71	32	14	19	62	17	63	8	32	12	2	33	35	0	1	0	0	0	0	3	0	0	0	1	1	0	1	0	2	0	4	0	0	28	1	0	0	2	3	0	4	0	0	1	0	1	0	0	0	0	1	5	0	0	1	4	0	1	2	2	0	0	0	0	0	1	6	2	8	0	0	3	0	1	0
gene_2480041	10	4	2	0	9	0	1	6	0	6	4	3	15	1	5	1	6	18	11	4	1	20	6	10	0	8	2	0	4	6	0	1	1	2	2	0	7	0	0	1	5	2	2	0	1	6	0	6	0	0	45	2	2	1	2	0	8	5	0	4	0	1	0	0	0	1	0	0	2	1	0	1	3	0	6	0	1	0	0	0	0	0	5	27	2	15	1	2	2	0	4	0
gene_2480668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2480669	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	26	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2484922	134	48	22	2	48	16	0	78	7	44	86	57	65	7	38	7	27	105	40	44	18	76	23	117	5	44	16	5	69	80	0	4	1	2	3	1	6	0	0	2	1	7	2	0	1	5	3	9	3	3	202	2	5	2	3	4	0	8	6	14	1	1	5	0	1	2	0	1	8	4	0	1	4	0	12	1	0	1	1	1	0	1	22	55	1	25	0	4	7	1	6	1
gene_2489866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2494385	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	2	1	0	4	4	3	8	3	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
gene_250551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	1	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2509600	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	2	1	0	1	1	1	1	0	0	2	1	2	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	4	3	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	3
gene_2523531	1	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	3	0	0	0	0	2	1	3	0	0	0	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	3	6	3	2	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	6	0	0	0	0
gene_2526286	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	2	1	3	0	1	0	0	0	4	1	3	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	3	0	0	2	0	3	2	3	0	1	1	0	0	0	1	0	1	0	0	4	2	0	1	0	1	0	1	1	0	0	2	0	0	0
gene_252818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	29	3	1	1	0	1	1	6	7	0	0	0	0	0	0	0	3	0
gene_2559878	23	2	19	4	3	7	2	9	4	20	3	0	4	1	2	14	0	0	0	1	0	0	0	0	0	2	0	0	0	2	19	3	9	0	2	3	12	0	0	0	0	0	3	0	1	5	6	1	8	3	1	1	0	16	0	0	3	8	8	0	47	30	27	22	29	9	29	37	34	2	0	5	1	0	12	3	0	4	2	7	23	2	1	4	0	3	1	1	2	5	1	0
gene_2565139	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	4	14	7	6	4	2	11	3	1	0	3	1	5	0	4	6	4	1	1	2	8	2	0	1	0	2	0	8	1	1
gene_2565487	0	13	24	0	6	2	1	0	38	36	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1	27	4	0	10	2	200	2	55	11	1	2552	11	1	11	0	2	117	8	166	0	0	12	0	0	3	3	0	0	0	1760	780	1267	1121	919	1060	1280	1454	1639	408	221	2501	482	366	2635	1205	837	1727	2411	821	649	1989	860	729	339	679	503	691	30	524	987	1201
gene_2570783	5416	2876	2711	2014	2114	2868	2144	2166	3094	2195	3444	1152	1122	3288	3843	3737	3128	1964	727	1845	3709	3728	2841	2034	3009	4801	4038	20	2153	2199	3326	3773	2732	2260	2225	3096	2523	1781	2210	3015	3648	2581	2136	2168	3870	1961	3245	3684	2110	1352	2056	3511	1978	3959	2629	2191	2890	3485	3208	3636	1790	1578	1659	1654	1739	1671	1159	2166	1928	1091	371	2090	1677	970	3108	925	1940	1945	2041	2286	1226	1353	2784	1661	1159	2511	693	1164	2267	2039	1816	2289
gene_2611095	9	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	3	0	1	0	1	5	0	0	0	0	1	2	1	0	0	0	0	0	0	0	1	0	0	1	2	0	2	1	0	2	1	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
gene_2611097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2637984	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0
gene_2638179	40	0	0	0	2	1	0	2	0	0	0	1	1	0	1	0	1	6	0	6	0	2	2	0	0	0	0	0	2	0	5	4	4	5	2	1	10	8	4	10	1	3	1	3	14	4	0	6	0	0	0	1	0	5	3	0	13	3	14	2	2	3	0	1	3	0	1	5	3	3	0	9	1	0	6	1	0	2	0	1	3	0	0	1	0	1	1	0	1	2	2	0
gene_2641866	90	23	19	0	44	8	2	85	5	44	73	31	54	9	42	3	18	93	33	18	12	65	7	60	6	22	20	0	47	47	0	1	1	0	2	2	3	0	0	4	1	8	1	0	0	8	1	18	4	1	113	1	0	3	1	2	1	1	3	7	0	0	2	1	1	0	1	1	2	0	0	2	0	1	9	0	1	1	0	1	2	3	2	34	1	21	1	1	2	0	3	1
gene_2641867	26	5	2	0	5	2	0	15	1	6	16	12	9	1	4	2	2	14	4	4	5	12	3	10	1	7	2	0	9	5	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	1	0	0	14	0	1	0	0	1	0	1	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	1	0	5	9	0	5	1	0	2	1	0	0
gene_2659017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	0	0	0	0	0	0
gene_2668289	4	1	2	0	1	0	1	1	0	0	2	2	3	0	2	0	2	6	0	3	2	5	5	6	0	3	0	0	5	3	0	0	1	0	0	0	2	0	0	0	1	2	1	1	0	3	0	7	1	0	6	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	4	0	0	1	0	2	0	0	0	0	1	0	0	4	13	0	6	1	4	2	0	0	0
gene_2676715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	4	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	2	0	0	0	1	0	0	0	2	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0
gene_2694921	0	0	1	2	17	0	0	0	4	1	2	2	0	0	0	0	0	0	0	2	0	0	0	37	0	0	3	0	0	13	0	1	2	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	1	4	1	2	7	6	3	0	0	1	0	0	3	1	0	1	3	0	0	1	2	1	0	1	1	5	0	0	2	1
gene_2700612	4	3	0	0	0	0	3	0	1	7	1	1	0	0	0	0	0	0	0	0	0	0	0	4	0	1	2	0	0	2	6	4	15	0	0	1	3	0	1	0	1	4	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	2	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	2	0	0	1	0	2	0	0	0	0	3	2	0
gene_2709486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2709487	10	8	1	0	16	0	0	4	0	3	8	8	40	1	15	3	7	33	13	10	11	23	11	25	1	9	1	0	27	11	0	2	1	1	1	1	6	0	0	2	4	4	1	0	0	11	0	24	2	0	25	4	4	3	10	1	0	8	4	2	0	1	4	0	1	0	0	3	6	4	0	1	3	0	10	2	0	1	2	0	2	2	4	54	0	53	1	12	7	1	9	3
gene_2714412	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0	4	1	0	0	0	0	0	0	0	1	0	5	0	5	1	2	0	2	2	0	0	0	6	2	2	11	2	2	2	4	0	0	3	0	2	8	10	10	9	4	0	0	0	1	3	0	1	0	4	1	0	0	1	0	0	1	0	1	1	1	0	0	0	2	1	0	1	0	1	0	5	3	4
gene_2717964	168	61	24	0	49	8	2	107	7	46	79	43	42	20	38	4	13	101	44	38	18	82	9	58	8	43	25	0	73	75	0	0	0	1	0	0	2	0	0	0	0	2	1	0	0	0	1	5	0	0	43	3	0	0	1	2	1	1	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	2	0	0	0	0	0	0	0
gene_2721030	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	0	1	0	0	0	6	3	0	0	0	1	0	1	1	0	0	3	0	2	0	2	0	4	1	3	0	2	0	0	2	0	0	1	0	2	0	2	1	0	1	2	1	0	1	2	0	0	0	1	0	1	1	0	0	2	2	0	1	3	2	1	0	0	1	2	3	2	0	0	1	2	2
gene_2724055	106	30	20	4	45	5	2	76	6	33	58	53	17	7	33	5	23	67	43	31	15	59	7	72	5	24	15	0	27	65	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	1	0	0	24	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0
gene_274547	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	57	1	9	47	21	80	20	24	8	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2759771	218	165	73	83	43	124	79	38	63	76	145	45	193	210	157	415	170	123	65	94	328	366	180	155	125	413	127	0	205	78	63	176	74	75	92	77	124	63	96	97	130	97	79	72	230	90	277	244	145	82	91	98	174	440	191	254	191	414	293	256	79	66	100	148	137	113	172	157	110	106	31	194	86	73	341	114	91	92	137	175	169	176	118	114	72	117	53	97	147	142	121	167
gene_2759772	842	530	307	356	179	390	247	186	240	229	502	193	630	803	536	1153	791	478	251	388	1294	1260	634	778	443	1107	509	3	918	380	309	735	359	318	458	327	450	235	469	416	539	322	308	297	767	328	796	721	428	259	308	329	651	939	645	807	707	1027	1005	775	304	274	362	455	425	410	475	372	363	292	77	523	233	178	911	261	328	339	474	532	436	373	488	351	206	434	108	271	358	425	441	492
gene_276465	3	0	3	0	0	64	1	1	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2770406	124	50	23	3	43	4	3	101	2	58	43	69	37	8	44	5	28	102	38	32	27	79	26	75	11	42	15	1	50	78	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	3	2	0	0	0	32	1	1	0	0	0	0	0	1	1	0	2	4	0	0	0	1	0	1	1	0	1	6	2	1	0	0	0	3	0	0	0	3	3	1	4	0	1	0	0	0	0
gene_2771686	40	74	0	1	2	1	0	6	2	3	3	0	1	25	4	3	0	0	0	20	7	10	5	3	1	8	5	0	7	11	14	8	13	2	8	14	9	4	11	10	7	2	4	6	6	25	16	12	3	4	5	5	6	7	2	2	2	6	4	5	18	13	5	8	11	9	10	21	12	14	5	22	6	3	39	5	16	16	28	5	22	12	10	12	4	9	5	5	22	16	5	6
gene_2772341	0	0	0	4	0	0	0	8	0	0	0	0	2	0	0	15	0	0	0	0	0	1	0	6	2	5	3	0	0	1	0	3	0	1	0	1	0	0	3	0	2	2	0	4	1	1	6	2	2	12	1	0	1	1	3	4	3	0	0	1	0	0	5	0	2	0	0	0	3	0	2	1	0	0	9	0	0	0	4	2	3	0	3	3	3	2	0	2	0	3	1	1
gene_2786607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	7	0	6	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2800177	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
gene_2814879	13	5	0	1	12	0	1	3	1	4	10	7	26	1	4	0	3	20	11	9	0	12	0	10	1	3	0	1	10	4	0	3	0	0	1	1	1	0	0	0	2	0	0	1	1	3	3	7	2	3	57	2	1	3	1	2	0	4	2	2	0	0	1	0	1	0	0	0	2	0	0	0	1	1	4	1	1	1	0	0	0	1	5	22	1	14	0	4	3	4	4	2
gene_2815668	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	5	15	2	11	7	9	1	0	1	1	0	2	0	2	0	7	0	0	2	1	0	0	2	0	10	0	1	2	3
gene_2821815	2	0	0	0	1	0	0	0	0	0	3	0	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	7	0	3	0	0	5	0	0	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	1	8	7	5	11	1	6	3	2	2	0	16	1	0	9	1	6	1	4	5	0	13	0	0	1	17	3	24	0	3	7	13
gene_2833411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	2	1	0	0	6	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2834143	7	3	4	5	18	2	5	1	13	21	0	1	2	0	0	1	9	33	0	8	3	7	1	9	0	0	5	0	3	1	137	62	127	51	167	127	23	78	36	124	43	138	18	2	47	81	28	16	113	8	102	31	1	15	18	3	16	27	8	13	3	43	2	0	2	0	6	6	32	7	6	13	9	41	34	7	1	11	19	14	1	37	32	60	33	12	14	6	170	26	25	21
gene_2836150	2	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	3	0	0	5	0	3	0	2	2	0	0	2	1	6	1	5	23	0	0	8	0	2	1	4	8	8	2	4	0	2	1	0	2	2
gene_2841303	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	2	0	2	0	2	1	2	1	0	1	0	0	6	0	0	2	2	3	1	7	4	3	0	2	0	1	2	0	5	5	8	3	0	0	1	1	8	3	0	0	2	2	0	1	2	9	0	2	1	1	2	1	2	0
gene_2845522	1	2	1	0	15	0	0	2	0	1	1	2	45	0	5	0	6	14	17	2	0	2	2	14	0	1	0	1	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	1	0	4	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0
gene_2848025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
gene_2848287	10	20	31	3	3	2	1	16	15	1	18	0	1	11	1	5	0	0	0	1	0	6	0	4	0	3	0	0	1	1	2	2	2	13	7	4	6	7	0	7	4	5	4	4	18	7	5	30	1	1	13	8	0	5	3	1	3	21	17	9	17	10	5	14	5	7	6	12	17	5	0	10	11	4	13	2	6	4	13	7	4	9	22	9	3	31	3	6	7	5	7	12
gene_286358	7	2	0	39	2	0	7	3	1	0	2	1	0	0	3	1	3	1	0	1	0	1	1	0	1	3	4	0	0	0	1	7	3	0	0	0	0	3	1	2	5	1	0	2	2	2	2	3	4	0	1	2	0	2	2	0	0	2	4	0	1	3	5	8	5	148	7	0	1	5	5	1	0	0	6	2	0	1	2	0	6	1	2	2	1	4	1	0	2	13	0	2
